Service;Project;Namespace;ClassName;ClassId;FilePath;LOC;NOM;NOF;WMC;RFC;CBO;Cyclomatic;LayerViolations;CycleInvolvement;FanIn;FanOut;Instability;R_size;R_complexity;R_coupling;R_architecture;CQS;Decision;PrimaryCause;RecommendedAction
Shared;Application;Application.Wrappers;Response;Application:Application.Wrappers.Response;Application/Wrappers/Response.cs;42.00;1.00;4.00;1.00;4.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.70;0.67;0.50;0.50;41.85;WATCH;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Contexts;ApplicationDbContext;Infrastructure.Persistence:Infrastructure.Persistence.Contexts.ApplicationDbContext;Infrastructure.Persistence/Contexts/ApplicationDbContext.cs;42.00;2.00;5.00;2.00;8.00;10.00;7.00;0.00;0.00;2.00;0.00;0.00;0.78;0.88;0.67;0.50;28.99;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;Initial;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.Initial;Infrastructure.Persistence/Migrations/20220812063812_Initial.cs;189.00;2.00;0.00;2.00;15.00;9.00;2.00;0.00;0.00;0.00;0.00;0.00;0.62;0.78;0.67;0.50;34.89;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;Initial;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.Initial;Infrastructure.Persistence/Migrations/20220812063812_Initial.Designer.cs;298.00;1.00;0.00;1.00;17.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.65;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;Update1;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.Update1;Infrastructure.Persistence/Migrations/20220816091348_Update1.cs;12.00;2.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.43;0.61;0.45;0.50;50.53;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;Update1;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.Update1;Infrastructure.Persistence/Migrations/20220816091348_Update1.Designer.cs;298.00;1.00;0.00;1.00;17.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.65;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;Update2;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.Update2;Infrastructure.Persistence/Migrations/20220816092322_Update2.cs;12.00;2.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.43;0.61;0.45;0.50;50.53;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;Update2;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.Update2;Infrastructure.Persistence/Migrations/20220816092322_Update2.Designer.cs;298.00;1.00;0.00;1.00;17.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.65;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Migrations;ApplicationDbContextModelSnapshot;Infrastructure.Persistence:Infrastructure.Persistence.Migrations.ApplicationDbContextModelSnapshot;Infrastructure.Persistence/Migrations/ApplicationDbContextModelSnapshot.cs;297.00;1.00;0.00;1.00;17.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.65;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;AddressRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.AddressRepositoryAsync;Infrastructure.Persistence/Repositories/AddressRepositoryAsync.cs;9.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.35;0.39;0.50;0.50;55.61;OK;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;BasketRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.BasketRepositoryAsync;Infrastructure.Persistence/Repositories/BasketRepositoryAsync.cs;30.00;3.00;1.00;3.00;7.00;3.00;5.00;0.00;0.00;1.00;1.00;0.50;0.60;0.91;0.93;0.50;22.60;REFACTOR;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;CategoryRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.CategoryRepositoryAsync;Infrastructure.Persistence/Repositories/CategoryRepositoryAsync.cs;25.00;2.00;1.00;2.00;3.00;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.54;0.78;0.55;0.50;40.49;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;CustomerRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.CustomerRepositoryAsync;Infrastructure.Persistence/Repositories/CustomerRepositoryAsync.cs;27.00;2.00;1.00;2.00;6.00;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.55;0.78;0.55;0.50;40.32;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;GenericRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.GenericRepositoryAsync;Infrastructure.Persistence/Repositories/GenericRepositoryAsync.cs;78.00;11.00;1.00;11.00;12.00;5.00;11.00;0.00;0.00;0.00;1.00;1.00;0.77;1.00;0.98;0.50;15.39;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;ProductRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.ProductRepositoryAsync;Infrastructure.Persistence/Repositories/ProductRepositoryAsync.cs;133.00;13.00;2.00;13.00;16.00;5.00;15.00;0.00;0.00;0.00;1.00;1.00;0.83;1.00;0.98;0.50;14.08;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Repositories;SellerRepositoryAsync;Infrastructure.Persistence:Infrastructure.Persistence.Repositories.SellerRepositoryAsync;Infrastructure.Persistence/Repositories/SellerRepositoryAsync.cs;32.00;2.00;1.00;2.00;6.00;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.57;0.78;0.55;0.50;39.90;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Seeds;DefaultCategories;Infrastructure.Persistence:Infrastructure.Persistence.Seeds.DefaultCategories;Infrastructure.Persistence/Seeds/DefaultCategories.cs;34.00;1.00;0.00;1.00;10.00;2.00;4.00;0.00;0.00;0.00;0.00;0.00;0.48;0.79;0.55;0.50;41.22;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Seeds;DefaultProducts;Infrastructure.Persistence:Infrastructure.Persistence.Seeds.DefaultProducts;Infrastructure.Persistence/Seeds/DefaultProducts.cs;44.00;1.00;0.00;1.00;17.00;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.51;0.79;0.65;0.50;37.37;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Infrastructure.Persistence;Infrastructure.Persistence.Seeds;DefaultSellers;Infrastructure.Persistence:Infrastructure.Persistence.Seeds.DefaultSellers;Infrastructure.Persistence/Seeds/DefaultSellers.cs;43.00;1.00;0.00;1.00;11.00;3.00;4.00;0.00;0.00;0.00;1.00;1.00;0.51;0.79;0.93;0.50;27.42;REFACTOR;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
Shared;Infrastructure.Persistence;Infrastructure.Persistence;ServiceRegistration;Infrastructure.Persistence:Infrastructure.Persistence.ServiceRegistration;Infrastructure.Persistence/ServiceRegistration.cs;27.00;1.00;0.00;1.00;8.00;7.00;2.00;0.00;0.00;0.00;0.00;0.00;0.45;0.72;0.66;0.50;39.89;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Contexts;IdentityContext;AuthServer:AuthServer.Contexts.IdentityContext;AuthServer/Contexts/IdentityContext.cs;45.00;1.00;0.00;1.00;4.00;4.00;1.00;0.00;0.00;0.00;0.00;0.00;0.51;0.67;0.63;0.50;41.13;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Controllers;AccountController;AuthServer:AuthServer.Controllers.AccountController;AuthServer/Controllers/AccountController.cs;34.00;4.00;1.00;4.00;5.00;2.00;4.00;0.00;0.00;0.00;0.00;0.00;0.65;0.92;0.55;0.50;34.60;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.DTOs;AuthenticationRequest;AuthServer:AuthServer.DTOs.AuthenticationRequest;AuthServer/DTOs/AuthenticationRequest.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
AuthServer;AuthServer;AuthServer.DTOs;AuthenticationResponse;AuthServer:AuthServer.DTOs.AuthenticationResponse;AuthServer/DTOs/AuthenticationResponse.cs;8.00;0.00;5.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.39;0.50;0.50;52.06;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
AuthServer;AuthServer;AuthServer.DTOs;ChangePasswordRequest;AuthServer:AuthServer.DTOs.ChangePasswordRequest;AuthServer/DTOs/ChangePasswordRequest.cs;18.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.39;0.45;0.50;53.63;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
AuthServer;AuthServer;AuthServer.DTOs;ProfileInformation;AuthServer:AuthServer.DTOs.ProfileInformation;AuthServer/DTOs/ProfileInformation.cs;6.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.45;0.39;0.45;0.50;55.60;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
AuthServer;AuthServer;AuthServer.DTOs;ProfileInformationRequest;AuthServer:AuthServer.DTOs.ProfileInformationRequest;AuthServer/DTOs/ProfileInformationRequest.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
AuthServer;AuthServer;AuthServer.DTOs;RegisterRequest;AuthServer:AuthServer.DTOs.RegisterRequest;AuthServer/DTOs/RegisterRequest.cs;17.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.54;0.39;0.45;0.50;53.73;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
AuthServer;AuthServer;AuthServer.Exceptions;ApiException;AuthServer:AuthServer.Exceptions.ApiException;AuthServer/Exceptions/ApiException.cs;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.32;0.39;0.45;0.50;58.20;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
AuthServer;AuthServer;AuthServer.Extensions;ServiceExtensions;AuthServer:AuthServer.Extensions.ServiceExtensions;AuthServer/Extensions/ServiceExtensions.cs;75.00;1.00;0.00;1.00;12.00;12.00;2.00;0.00;0.00;0.00;0.00;0.00;0.56;0.72;0.67;0.50;37.53;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Middlewares;ErrorHandlerMiddleware;AuthServer:AuthServer.Middlewares.ErrorHandlerMiddleware;AuthServer/Middlewares/ErrorHandlerMiddleware.cs;50.00;1.00;1.00;1.00;4.00;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.57;0.72;0.63;0.50;38.66;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Migrations;Initial;AuthServer:AuthServer.Migrations.Initial;AuthServer/Migrations/20220805094358_Initial.cs;241.00;2.00;0.00;2.00;18.00;10.00;2.00;0.00;0.00;0.00;0.00;0.00;0.62;0.78;0.67;0.50;34.86;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Migrations;Initial;AuthServer:AuthServer.Migrations.Initial;AuthServer/Migrations/20220805094358_Initial.Designer.cs;263.00;1.00;0.00;1.00;21.00;13.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.63;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Migrations;IdentityContextModelSnapshot;AuthServer:AuthServer.Migrations.IdentityContextModelSnapshot;AuthServer/Migrations/IdentityContextModelSnapshot.cs;262.00;1.00;0.00;1.00;21.00;13.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.63;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Models;ApplicationUser;AuthServer:AuthServer.Models.ApplicationUser;AuthServer/Models/ApplicationUser.cs;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;0.39;0.45;0.50;58.81;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
AuthServer;AuthServer;AuthServer.Seeds;DefaultAdmin;AuthServer:AuthServer.Seeds.DefaultAdmin;AuthServer/Seeds/DefaultAdmin.cs;24.00;1.00;0.00;1.00;5.00;1.00;3.00;0.00;0.00;0.00;0.00;0.00;0.43;0.76;0.50;0.50;44.70;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Seeds;DefaultCustomer;AuthServer:AuthServer.Seeds.DefaultCustomer;AuthServer/Seeds/DefaultCustomer.cs;22.00;1.00;0.00;1.00;5.00;1.00;3.00;0.00;0.00;0.00;0.00;0.00;0.43;0.76;0.50;0.50;44.88;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Seeds;DefaultRoles;AuthServer:AuthServer.Seeds.DefaultRoles;AuthServer/Seeds/DefaultRoles.cs;10.00;1.00;0.00;1.00;2.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.37;0.67;0.50;0.50;48.44;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Services;AccountService;AuthServer:AuthServer.Services.AccountService;AuthServer/Services/AccountService.cs;155.00;5.00;3.00;5.00;21.00;4.00;16.00;0.00;0.00;1.00;2.00;0.67;0.87;0.98;0.96;0.50;14.56;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
AuthServer;AuthServer;AuthServer.Settings;JWTSettings;AuthServer:AuthServer.Settings.JWTSettings;AuthServer/Settings/JWTSettings.cs;8.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.53;0.39;0.45;0.50;53.96;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
AuthServer;AuthServer;AuthServer.Wrappers;Response;AuthServer:AuthServer.Wrappers.Response;AuthServer/Wrappers/Response.cs;42.00;1.00;4.00;1.00;4.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.70;0.67;0.50;0.50;41.85;WATCH;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
OrderService;OrderService;OrderService.Controllers;BaseApiController;OrderService:OrderService.Controllers.BaseApiController;OrderService/OrderService/Controllers/BaseApiController.cs;7.00;0.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.39;0.50;0.50;54.70;OK;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
OrderService;OrderService;OrderService.Controllers.v1;OrderController;OrderService:OrderService.Controllers.v1.OrderController;OrderService/OrderService/Controllers/OrderController.cs;31.00;4.00;0.00;4.00;2.00;2.00;4.00;0.00;0.00;0.00;0.00;0.00;0.59;0.92;0.55;0.50;35.71;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService;OrderService.Extensions;EventSubscriptionsExtension;OrderService:OrderService.Extensions.EventSubscriptionsExtension;OrderService/OrderService/Extensions/EventSubscriptionsExtension.cs;11.00;1.00;0.00;1.00;2.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.37;0.67;0.55;0.50;46.45;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService;OrderService.Extensions;RPCSubscriptionsExtension;OrderService:OrderService.Extensions.RPCSubscriptionsExtension;OrderService/OrderService/Extensions/RPCRegistrationsExtension.cs;10.00;1.00;0.00;1.00;2.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.37;0.67;0.55;0.50;46.54;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService;OrderService.Middlewares;ErrorHandlerMiddleware;OrderService:OrderService.Middlewares.ErrorHandlerMiddleware;OrderService/OrderService/Middlewares/ErrorHandlerMiddleware.cs;51.00;1.00;1.00;1.00;4.00;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.57;0.72;0.63;0.50;38.62;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Domain;OrderService.Domain.Entities;Order;OrderService.Domain:OrderService.Domain.Entities.Order;OrderService/Domain/Entities/Order.cs;21.00;0.00;18.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.39;0.50;0.50;50.09;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
OrderService;OrderService.Application;OrderService.Application.EventHandlers;TestEventHandler;OrderService.Application:OrderService.Application.EventHandlers.TestEventHandler;OrderService/Application/EventHandlers/TestEventHandler.cs;9.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.37;0.67;0.45;0.50;50.43;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Exceptions;ApiException;OrderService.Application:OrderService.Application.Exceptions.ApiException;OrderService/Application/Exceptions/ApiException.cs;12.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.37;0.39;0.45;0.50;57.24;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.EventHandlers.CancelOrder;CancelOrderEventHandler;OrderService.Application:OrderService.Application.Features.Orders.EventHandlers.CancelOrder.CancelOrderEventHandler;OrderService/Application/Features/Orders/EventHandlers/CancelOrder/CancelOrderEventHandler.cs;19.00;1.00;2.00;1.00;2.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.51;0.67;0.60;0.50;42.22;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.EventHandlers.CreateOrder;CreateOrderEventHandler;OrderService.Application:OrderService.Application.Features.Orders.EventHandlers.CreateOrder.CreateOrderEventHandler;OrderService/Application/Features/Orders/EventHandlers/CreateOrder/CreateOrderEventHandler.cs;17.00;1.00;2.00;1.00;2.00;4.00;1.00;0.00;0.00;0.00;0.00;0.00;0.50;0.67;0.63;0.50;41.36;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.EventHandlers.OrderPaymentCompleted;OrderPaymentCompletedEventHandler;OrderService.Application:OrderService.Application.Features.Orders.EventHandlers.OrderPaymentCompleted.OrderPaymentCompletedEventHandler;OrderService/Application/Features/Orders/EventHandlers/OrderPaymentCompleted/OrderPaymentCompletedEventHandler.cs;23.00;1.00;2.00;1.00;2.00;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.53;0.76;0.60;0.50;39.40;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.DidCustomerBuyProductQuery;DidCustomerBuyProductQuery;OrderService.Application:OrderService.Application.Features.Orders.Queries.DidCustomerBuyProductQuery.DidCustomerBuyProductQuery;OrderService/Application/Features/Orders/Queries/DidCustomerBuyProduct/DidCustomerBuyProductQuery.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.DidCustomerBuyProductQuery;DidCustomerBuyProductQueryHandler;OrderService.Application:OrderService.Application.Features.Orders.Queries.DidCustomerBuyProductQuery.DidCustomerBuyProductQueryHandler;OrderService/Application/Features/Orders/Queries/DidCustomerBuyProduct/DidCustomerBuyProductQuery.cs;18.00;1.00;2.00;1.00;1.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.50;0.67;0.55;0.50;43.84;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrdersByCustomerIdentityId;GetAllOrdersByCustomerIdentityIdParameter;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrdersByCustomerIdentityId.GetAllOrdersByCustomerIdentityIdParameter;OrderService/Application/Features/Orders/Queries/GetAllOrdersByCustomerIdentityId/GetAllOrdersByCustomerIdentityIdParameter.cs;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;0.39;0.45;0.50;58.90;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrdersByCustomerIdentityId;GetAllOrdersByCustomerIdentityIdQuery;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrdersByCustomerIdentityId.GetAllOrdersByCustomerIdentityIdQuery;OrderService/Application/Features/Orders/Queries/GetAllOrdersByCustomerIdentityId/GetAllOrdersByCustomerIdentityIdQuery.cs;6.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.45;0.39;0.45;0.50;55.60;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrdersByCustomerIdentityId;GetAllOrdersByCustomerIdentityIdQueryHandler;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrdersByCustomerIdentityId.GetAllOrdersByCustomerIdentityIdQueryHandler;OrderService/Application/Features/Orders/Queries/GetAllOrdersByCustomerIdentityId/GetAllOrdersByCustomerIdentityIdQuery.cs;28.00;1.00;2.00;1.00;4.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.55;0.72;0.60;0.50;40.05;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrdersBySellerIdentityId;GetAllOrdersBySellerIdentityIdParameter;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrdersBySellerIdentityId.GetAllOrdersBySellerIdentityIdParameter;OrderService/Application/Features/Orders/Queries/GetAllOrdersBySellerIdentityId/GetAllOrdersBySellerIdentityIdParameter.cs;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;0.39;0.45;0.50;58.90;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrdersBySellerIdentityId;GetAllOrdersBySellerIdentityIdQuery;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrdersBySellerIdentityId.GetAllOrdersBySellerIdentityIdQuery;OrderService/Application/Features/Orders/Queries/GetAllOrdersBySellerIdentityId/GetAllOrdersBySellerIdentityIdQuery.cs;6.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.45;0.39;0.45;0.50;55.60;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrdersBySellerIdentityId;GetAllOrdersBySellerIdentityIdQueryHandler;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrdersBySellerIdentityId.GetAllOrdersBySellerIdentityIdQueryHandler;OrderService/Application/Features/Orders/Queries/GetAllOrdersBySellerIdentityId/GetAllOrdersBySellerIdentityIdQuery.cs;28.00;1.00;2.00;1.00;4.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.55;0.72;0.60;0.50;40.05;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrders;GetAllOrdersParameter;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrders.GetAllOrdersParameter;OrderService/Application/Features/Orders/Queries/GetAllOrders/GetAllOrdersParameter.cs;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;0.39;0.45;0.50;58.90;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrders;GetAllOrdersQuery;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrders.GetAllOrdersQuery;OrderService/Application/Features/Orders/Queries/GetAllOrders/GetAllOrdersQuery.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
